Tau (s),AD_gx (deg),AD_gy (deg),AD_gz (deg)
5.234052658081055,0.0044245338131022795,0.003730655117748221,0.003631290462181626
5.473243236541748,0.004355061795850774,0.003699795953212645,0.003616591586404378
5.726503849029541,0.004294912038401808,0.003671387773887524,0.0036155246953614058
5.993834495544434,0.004239362251325565,0.0036482596914070775,0.0036137126502243087
6.268200159072876,0.004171138149507782,0.003624909248673534,0.0035966200423086033
6.563670873641968,0.004084319142070651,0.0036170407935459115,0.0035750565389374364
6.866176605224609,0.004002389236194797,0.0036231545254493906,0.00353587560413135
7.182752370834351,0.0039249786804143,0.0036432161623699026,0.0035024721568860558
7.513398170471191,0.003827817178729234,0.003658544798413298,0.0034686194642691154
7.865149021148682,0.0037266466838566117,0.003663632030658805,0.0034207176621348805
8.223934888839722,0.0036358912063809774,0.0036682179634163464,0.003375566625605801
8.610860824584961,0.003547710603146016,0.0036698636367674155,0.0033240347301084897
9.00482177734375,0.0034491142069401934,0.0036531659960778776,0.003289281551931798
9.419887781143188,0.0033349067233999653,0.0036294255858595166,0.0032334647414212106
9.863093852996826,0.003204416055669517,0.0035882015535389,0.0031503641581934996
10.313334941864014,0.0030896567591454254,0.003545223661068315,0.0030609003488487286
10.7917160987854,0.0029645382533166303,0.003478868903178924,0.002962179253246863
11.291202306747437,0.002824929580679831,0.0033781331839816443,0.002849977009867795
11.818828582763672,0.0026932566876002664,0.003270518833406156,0.002740520465528983
12.360524892807007,0.0025621902447020613,0.003162368441761395,0.0026400296638600827
12.93739628791809,0.002437249135600447,0.003065976992317865,0.002557366297693556
13.535372734069824,0.002301782833870934,0.0029578178108751857,0.0024967005504270027
14.161489248275757,0.002189102169170025,0.0028506004527471636,0.002443882998810519
14.815745830535889,0.0021040560283647363,0.002743035733672459,0.002381100752353756
15.50517749786377,0.002033718622224037,0.002633282970538086,0.0023207024665787023
16.22274923324585,0.0019616681866641787,0.002524353690920816,0.0022627974518213867
16.97549605369568,0.0019200379055770622,0.0024136170915437867,0.002192301773766325
17.763417959213257,0.0019111124912048957,0.0023358196108819135,0.0021271573064999614
18.579479932785034,0.0018905106167010984,0.0022590236043437263,0.002072283546226859
19.44478702545166,0.0018770278883300437,0.002179461875066297,0.0020376455598834172
20.345269203186035,0.0018580884975449863,0.002109662623118625,0.002021181147659333
21.28796148300171,0.0018243070974602864,0.0020616010642333575,0.002023701346082166
22.27286386489868,0.0018123095112628866,0.002006876640423196,0.002037494339816707
23.299976348876953,0.0017494784944422817,0.0019729564639711845,0.002040734767014776
24.383368968963623,0.0017015805002006269,0.0019424656546689766,0.0020237325838080066
25.508971691131592,0.0016674746021830267,0.0019257468879639366,0.0019950385343512006
26.69085454940796,0.00166419903914238,0.0019255804646298737,0.00196074782920253
27.929017543792725,0.0016798478926832354,0.0019389621633980176,0.0019260555345014868
29.22346067428589,0.0016866037956352693,0.0019523988902020038,0.0018622075605589528
30.57418394088745,0.001678197522451869,0.001959752573618606,0.0017940652602153316
31.99525737762451,0.0016326960138455726,0.001978563702538973,0.0017126397441126963
33.47261095046997,0.0015626512685455772,0.0019942017574831137,0.0016391363997489542
35.02734971046448,0.0014848427313185963,0.0020074378904078455,0.001590990829009023
36.64540362358093,0.0014777925980502063,0.0020216183677925796,0.0015591870733689876
38.347877740859985,0.0015229062851557648,0.0020114608327302997,0.0015513009895881135
40.120702028274536,0.0015778622540303338,0.0019760224060842656,0.0015546423714663605
41.977946519851685,0.0016427764641317945,0.0019506237033386547,0.001535238061089501
43.92664623260498,0.0016901836062978672,0.0019333276553148866,0.001490658919747192
45.959766149520874,0.001787789370092188,0.0019498233606840812,0.0014805804510503067
48.084341287612915,0.0018994520434004124,0.002021401142633576,0.0014994721908763405
50.3144416809082,0.0020371761451486907,0.002146410508461809,0.001549062053730613
52.64303231239319,0.0021278875845062023,0.002253000181246619,0.0016013991010955797
55.08418321609497,0.002196008861333968,0.0023369887913426974,0.001586182890279535
57.630859375,0.0022678136074876626,0.0024132137783314934,0.0015124068458642283
