Time (s),Filtered Accel X (m/s^2),Position (m)
40.30569553375244,0.14249958834295898,75.27330037010628
40.411558389663696,0.14258946551381232,75.75319090911687
40.51753258705139,0.14293406845261297,76.2351874035439
40.62343716621399,0.14257640858028672,76.71846893153213
40.72939586639404,0.14265537876603732,77.20359899026944
40.835399866104126,0.142709380285152,77.69053903635701
40.94135761260986,0.1426755884637991,78.17886892141134
41.047263383865356,0.14277917604207407,78.66856029890103
41.153125047683716,0.1427186294191938,79.15964768624158
41.25903797149658,0.14273476479566724,79.65257364687997
41.36491131782532,0.14260951081787576,80.14691525162026
41.470847368240356,0.14263654198892375,80.64315001400267
41.57684373855591,0.14273462989610564,81.14126963012394
41.68275570869446,0.14275937529118318,81.64059415153778
41.788694620132446,0.14265642958264316,82.14164732240204
41.89466118812561,0.14282687239803893,82.64443373394494
42.000579595565796,0.14241406242936802,83.14859269636194
42.10651779174805,0.14299977686096765,83.65444680190018
42.21238565444946,0.14257653912707519,84.16156551192437
42.31828570365906,0.14270876828556395,84.67043868316158
42.42425489425659,0.14277456800470564,85.18124592875553
42.53027105331421,0.14282748894439123,85.69388389078763
42.63617706298828,0.14268117254379073,86.2075914679845
42.74219608306885,0.1432704229711841,86.72345216613262
42.84808111190796,0.14264638504886737,87.24026480792025
42.95395755767822,0.14238764518531055,87.75863568597676
43.05990958213806,0.1427710423321605,88.27897624837767
43.16503715515137,0.1423545968265959,88.79684969746822
43.267884731292725,0.1429363964516047,89.305016684204
43.37057375907898,0.14274085658919114,89.81390666942514
43.47323822975159,0.1426107627060798,90.32417979861461
43.57588768005371,0.14291211633631337,90.8358821953131
43.67865753173828,0.14260122238363315,91.34969167375156
43.78142428398132,0.1429870808565851,91.86499353079391
43.88416385650635,0.14277533318913593,92.38166701199933
43.98693513870239,0.1430098982103816,92.90000888962128
44.08968639373779,0.14297776605709286,93.41975907326231
44.192420959472656,0.1426975344645256,93.9409333480428
44.29519820213318,0.14273864092525326,94.46383199607011
44.39796328544617,0.14263446591269416,94.98817590130948
44.5007221698761,0.14238306069116502,95.51399396714322
44.60348153114319,0.14286558979431077,96.04131989894032
44.70625305175781,0.14250922011102246,96.57021486841171
44.80901885032654,0.14248304859106337,97.10058631686015
44.91176390647888,0.14278870648648337,97.63235587079312
45.01449465751648,0.14276241222040603,98.16555755176816
45.11727476119995,0.14260925678242967,98.70052279619338
45.22002410888672,0.1425561273257254,99.2368340336944
45.32279586791992,0.14247037243307906,99.77476768199995
45.425535678863525,0.14258994827189134,100.31403872313422
45.52832746505737,0.14263854689210834,100.8550886359202
45.631054162979126,0.14248758216064597,101.3973011359106
45.733848094940186,0.14279123470796443,101.9413748274011
45.83662271499634,0.14252755070017736,102.48685319704552
45.939377307891846,0.14286952061451713,103.03373189566977
46.04210114479065,0.14287497949157973,103.58195382880362
46.144880294799805,0.1427148882892733,104.13197938402995
46.2476224899292,0.1426117813018746,104.68331408808774
46.35039258003235,0.14275616799473423,105.23630515265137
46.453145265579224,0.14257627193594552,105.79070907338554
46.55593252182007,0.14283178382225686,106.34680676716108
46.65865993499756,0.14265798636824142,106.90408729772496
46.76146364212036,0.14238083417493924,107.46328857392652
46.86418151855469,0.14262186010129949,108.02352722353159
46.966946840286255,0.14238337814577628,108.58552922179027
47.06969857215881,0.14275546218437246,109.14896188311823
47.17249274253845,0.1425923712622262,109.71413397439231
47.27522134780884,0.14276199966853306,110.28045174178894
47.37798857688904,0.14256314977963494,110.84848890102732
47.48075795173645,0.14284559937892763,111.41804486293603
47.58349323272705,0.14265247833002315,111.98891853837272
47.68625521659851,0.142682990999926,112.56144740321166
47.789066553115845,0.1426735980424058,113.13575894794157
47.891785860061646,0.1427001381050152,113.71106256367295
47.994510650634766,0.1425364763644225,114.2879021762432
48.097283124923706,0.14271148549471563,114.86651559235489
48.2000789642334,0.1424051325504166,115.44676714168159
48.30591678619385,0.1426156266212988,116.04576343703546
48.41188716888428,0.14259463971789768,116.64710985180196
48.51781892776489,0.1424533724200357,117.24983717479265
48.62378168106079,0.14255026088805817,117.85434076477391
48.72977614402771,0.1425549046092332,118.46062628310015
48.835689544677734,0.142563267139122,119.06804788030337
48.94164562225342,0.14267181347933788,119.67731470552197
49.0475549697876,0.14256183843198195,120.28791288435139
49.15348935127258,0.1429589219896216,120.90025646687798
49.25935912132263,0.1424323580762386,121.51382681124039
49.36524963378906,0.1424125886274198,122.12911569825744
49.47112059593201,0.14282231732020104,122.74588859118569
49.57697153091431,0.14246278909987264,123.3641430494915
49.68287014961243,0.1423519648792075,123.98427400754791
49.78880524635315,0.1425045424466946,124.60621654953462
49.89470362663269,0.14252984243914169,125.22954156255248
50.00055146217346,0.14251868987803187,125.85416621572134
50.10644888877869,0.14238957327149726,126.48068105091988
50.21242547035217,0.14283288359944737,127.10926437823461
50.31832695007324,0.14241653605054075,127.73900229603916
50.424184799194336,0.1425923712622262,128.37007865819936
50.530107498168945,0.14271785956680216,129.00314082700146
50.636054277420044,0.14251470048146292,129.63794777882293
50.74095296859741,0.14262747430136222,130.26805174859481
50.8468451499939,0.14272252691348186,130.90571515604412
50.95276999473572,0.14254835033797797,131.54517561132522
51.058640480041504,0.142693838355226,132.18590697058218
51.16452479362488,0.14289579481957787,132.82832188308868
51.27038621902466,0.14273263507116574,133.47219846178095
51.376300573349,0.1425868543520417,134.11799776967686
51.48231887817383,0.14258644865903045,134.76603318419822
51.588219165802,0.1426468560314835,135.41494737039272
51.694180488586426,0.142480990630176,136.06583606970216
51.800150871276855,0.14255729277246634,136.7183810546514
51.9060537815094,0.14233090633316064,137.37210905865763
52.01191568374634,0.1427007164905092,138.0271809697736
52.11893010139465,0.1426975344645256,138.69100899377534
52.224766969680786,0.14270656244446916,139.3491398301242
52.33042883872986,0.14277272570505886,140.007777176038
52.436400413513184,0.1426384114864872,140.66994548420433
52.54237651824951,0.14260282634092178,141.33374430363912
52.64829063415527,0.14268877994336643,141.99875534481924
52.75428223609924,0.14239113215879393,142.66585423746886
52.86015748977661,0.14272404857427948,143.3338196358655
52.96599507331848,0.14280794661514343,144.00314569762926
53.07182312011719,0.14286350681324714,144.67401082928103
53.177653312683105,0.14288930465872035,145.3464895393404
53.283485651016235,0.1428472874267561,146.02058210752116
53.38931727409363,0.14261608140794835,146.69626953269528
53.49513578414917,0.14251326101409115,147.3734706472482
53.60105657577515,0.1425654578570955,148.052924877076
53.70700788497925,0.14241159713892657,148.7341744546735
53.8129243850708,0.14282033950916645,149.41679967263624
53.91885042190552,0.1425026699989096,150.10108673529902
54.02474308013916,0.14276996172673576,150.78675798140438
54.13059163093567,0.1425865377437214,151.47374227820646
54.23642587661743,0.14249822498566195,152.16223120125215
54.342281341552734,0.1422820658086293,152.85245439144498
54.44814348220825,0.1424302910438894,153.54431660642203
54.55410623550415,0.14252526193389445,154.23843468944096
54.66002035140991,0.14257653912707519,154.93383323339194
54.765933990478516,0.14247621293164117,155.63082760571243
54.871816635131836,0.14252132350256713,156.3292159720752
54.97765278816223,0.1426057747124685,157.0288945692542
55.083529233932495,0.14242690277775874,157.7304370834081
55.18947768211365,0.14255360003466638,158.434055755452
55.295350790023804,0.14254654642701645,159.1387721752435
55.401207447052,0.14278311664944981,159.84497722480756
55.5070743560791,0.14258431197581956,160.552849656516
55.612979888916016,0.14260247923253644,161.2625798835271
55.71898078918457,0.1425896851835923,161.97455072021327
55.82502102851868,0.14262943464538805,162.6883889882075
55.930954933166504,0.142693838355226,163.40311289455823
56.03683567047119,0.14271231705916365,164.11907806194867
56.14269399642944,0.14263947629216003,164.836490829449
56.248563289642334,0.14264402020645778,165.55557680424573
56.35445737838745,0.1426273626080513,166.276430495683
56.46034836769104,0.1425896851835923,166.9988623193348
56.56626486778259,0.14269118615338927,167.723068000309
56.672133684158325,0.14265930043248903,168.4485469416833
56.77807807922363,0.1424403549484935,169.1761439377486
56.883995056152344,0.14248868194988573,169.90515154389647
56.98989295959473,0.14257000207451384,170.6356260272505
57.09575295448303,0.14251754604315722,171.367436619617
