t,frame,x_meas,y_meas,major_sigma,minor_sigma,theta,strength_sum,strength_max,bg_std,snr_proxy,xcor_r0_c0,xcor_r0_c1,xcor_r0_c2,xcor_r0_c3,xcor_r0_c4,xcor_r1_c0,xcor_r1_c1,xcor_r1_c2,xcor_r1_c3,xcor_r1_c4,xcor_r2_c0,xcor_r2_c1,xcor_r2_c2,xcor_r2_c3,xcor_r2_c4,xcor_r3_c0,xcor_r3_c1,xcor_r3_c2,xcor_r3_c3,xcor_r3_c4,xcor_r4_c0,xcor_r4_c1,xcor_r4_c2,xcor_r4_c3,xcor_r4_c4,xcor_r5_c0,xcor_r5_c1,xcor_r5_c2,xcor_r5_c3,xcor_r5_c4,xcor_r6_c0,xcor_r6_c1,xcor_r6_c2,xcor_r6_c3,xcor_r6_c4
1772328233.2776952,135,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.3412101675522519,-1.1923976173874868,-1.0801322555699664,-1.2828691342913072,-1.1437351874989492,-1.1319340624730667,-1.495754897088396,-1.6055752760857662,-1.5051712399925288,-0.8646095829736695,-2.7222189572118474,-1.3991446970873702,-1.3681085548530283,-2.2102638733701547,-0.3536290351902296,-1.330940882079706,-1.0430420688440891,-1.2635709361518541,-1.2642516212763328,-1.213344480197964,-1.260295660531003,-1.2450797849988677,-1.2199385428355387,-1.1967344518583363,-1.2135417715956893,-1.136624352529568,-0.9930272094043748,-1.1042924051633365,-1.1512417973568192,-1.4642079429874344,-1.2146551864928232,-1.2322290220533634,-1.2029214147235652,-1.143314378656671,-1.1882765517564482
1772328233.3605876,136,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.3398541617219637,-1.055002338290493,-0.8881045446520497,-1.0710216845299807,-1.127456561023779,-1.2928272834810353,-1.7776360246701275,-1.4636577920505753,-1.208192254089386,-1.0707069719680515,-3.3141444103889945,-1.1226780560824932,-1.0375673815688342,-2.4853762966843007,-0.28428617528512246,-1.1884941087358125,-1.0506905377734348,-1.4447047048455113,-1.249691396914887,-1.0150529164138937,-1.2519128622904847,-1.2621946647399258,-1.2008936644665797,-1.1966629262760793,-1.209111953867907,-1.089725028243664,-0.8966500635922037,-1.0875232324031865,-1.1425919702758753,-1.454300457751807,-1.2151296395217943,-1.2188322804966307,-1.1926837197165159,-1.2329371253177075,-1.2543208902264698
1772328233.442441,137,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.2791974877354484,-1.226437834076624,-1.131149069207796,-1.1381979153392214,-1.2196679377159994,-1.1605681372366117,-1.2773145767825338,-1.220795061683067,-1.1535121385469602,-1.2498272955211756,-2.6893660651881772,-1.4163871307834544,-1.2550719088401692,-2.435755423993519,-0.08706749523490642,-1.142205732131688,-1.2663657982785455,-1.452455097729575,-1.2699468457635457,-1.0032851699930632,-1.2316472806510066,-1.2443931394092007,-1.2218995358824176,-1.189109824789742,-1.1667473514970965,-1.1959357495231333,-1.198344969552156,-1.1975450751239152,-1.2346513551057998,-1.2235434321812908,-1.2260277540716829,-1.2043900733459085,-1.216022517206969,-1.182568810292341,-1.1934335462371766
1772328233.5248663,138,0.0,3.0,0.0,0.0,1.5707963267948966,0.5305559075541382,0.5305559075541382,0.0,530555907.5541381,-1.1417741944520707,-0.9916074265965726,-1.052970415707876,-1.2070424803546043,-1.4353235286859893,-1.2139363543911401,-1.262694151722687,-1.2511868776305763,-1.1998577356168902,-1.195469641145425,-1.9583549449866944,-1.5205802345967565,-1.2558485574541756,-1.7546095555555283,-0.6093240510611588,0.5305559075541382,-1.5843351583880372,-2.385917590369891,-1.141933934919111,-1.2428779891583914,-1.2173439523391667,-1.217454816991665,-1.2412001182079453,-1.2233890561329193,-1.1785329793134909,-0.9823317506708806,-1.1223263886363966,-1.3382108614696102,-1.2609596563529561,-1.0130889431344199,-1.2304718769159169,-1.2292797838783005,-1.2374241635112955,-1.2186558507270635,-1.1537785713408684
1772328233.606658,139,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.0201866650803884,-1.3255269915493713,-0.9127170935531954,-1.4572210856939658,-1.3801975703474967,-1.236984281180415,-1.2248308926619162,-1.2225551870531068,-1.22594430755905,-1.2043924575319835,-1.4159603614759877,-1.2171168586155006,-0.9382290766512249,-1.124548450058514,-1.2898536073987017,-0.28713646973806295,-2.012065292843019,-2.3360535306994357,-0.6044442182116767,-0.14254392892645984,-1.2684227548149527,-1.2186337970058676,-1.2358297390734836,-1.2270237478046115,-1.2275470766481251,-1.0470832642416077,-1.1437512807549568,-1.5506555498427805,-1.1390520500006742,-0.9144974845048777,-1.2651945668690876,-1.22603431058339,-1.2300373590037057,-1.1966492172061467,-1.194855117184534
1772328233.688614,140,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.3821168401380588,-0.9546143954532622,-1.337947408908296,-1.2877281055126315,-1.218418624212578,-1.220047023301962,-1.2076373347803755,-1.222354915422787,-1.2223596837949375,-1.222404983330367,-1.0687221370604205,-1.0805846548777418,-1.034417275716934,-1.1378790304516586,-1.3827063301451594,-1.4759137005703094,-2.296160733242122,-1.7890836941103567,-0.8975506898821224,-0.10140062587268717,-1.2541534011546847,-1.2269832166413324,-1.201589250754029,-1.1781991932629583,-1.209356928987137,-1.2084753761858198,-1.197244667678436,-1.2039788012479309,-1.1997051477080762,-1.234411744405239,-1.2740834086040738,-1.2587292502795753,-1.2084288845573528,-1.2461014087321058,-1.1531992141245864
1772328233.77062,141,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.225972321745434,-1.1982442376904774,-1.2115932955257054,-1.2214209105278147,-1.2137426392725268,-1.2879039392356793,-1.1712790931795953,-1.2421752503127155,-1.1887551771110512,-1.192248009711267,-1.2110109580768298,-1.1696346008342036,-1.2332017699720585,-1.2086005459547695,-1.249336749236196,-1.8486215887810704,-1.80623076036343,-1.6004075527677006,-0.7453275615367356,-0.3950286382470889,-1.7699470245775024,-1.0119344010274907,-1.2010492326079887,-1.022890928136221,-0.8707500542104303,-1.2062586791823722,-1.2521030011299847,-1.2291838203887724,-1.2193228267816096,-1.2427391103195078,-1.258353144926207,-1.222094443094068,-1.2176312467612322,-1.2318457641417697,-1.169533868972525
1772328233.8533156,142,3.0,4.0,0.0,0.0,1.5707963267948966,0.10265053542262736,0.10265053542262736,0.0,102650535.42262736,-1.1596961211795953,-1.3086517225088738,-1.2630184010289194,-1.1145646708684773,-1.2612266851933822,-1.2444342666189985,-1.2327708283389598,-1.2291027580622145,-1.227320578970979,-1.1709286178265355,-1.3566769786688064,-1.1298359787268608,-1.1933554641432118,-1.2952925318828261,-1.2407924223890814,-1.609177185198925,-1.5369005843282442,-1.5043492918430919,-1.5861912472476063,-0.7956857437712843,-1.3715119804754237,-0.4476839837651241,-0.5797059034950622,0.10265053542262736,-1.3441963606114826,-1.228768375965163,-1.2322600164723414,-1.2217791344856184,-1.1867935880176534,-1.2042386775301315,-1.1363036795024493,-1.0354299587523887,-1.0278303656375851,-1.0677750191420334,-1.1700387203739548
1772328233.9363978,143,1.330216390202394,4.0,0.4702908949194044,0.0,0.0,0.17369868441804526,0.11634053186661353,0.0,116340531.86661352,-1.0994233011511922,-1.468863662345846,-1.2095393192218924,-0.8148504274905248,-1.2089540015404228,-1.2834598163914457,-1.1837257365853477,-1.135101453674014,-1.2777330014387367,-1.1172689339243096,-1.4648314076461082,-0.9946985238431127,-1.3795705294097094,-1.1914308299339815,-1.0824890235053342,-1.28825858691437,-1.2817652561384736,-1.2059910542954273,-1.2108834041218048,-1.1741252153069042,-1.0473103579652745,0.11634053186661353,0.05735815255143173,-0.6471366461678318,-2.1434756688446597,-1.2135840908985247,-1.2077297219907908,-1.205302620566204,-1.2095846187573218,-1.2098433029464846,-1.4888008223534617,-0.9922487726508114,-0.7144720213975937,-1.0787983034608715,-1.1762638302163868
1772328234.0185516,144,3.0,4.0,0.0,0.0,1.5707963267948966,0.44542794769143446,0.44542794769143446,0.0,445427947.69143444,-1.2717844571810308,-1.3575162121672872,-1.123572721907225,-0.8135963456149506,-1.1180879018411518,-1.295684134445683,-1.1934550039118537,-1.1699040138607049,-1.2558622665241086,-1.145892875897035,-1.2850017887356033,-1.1910577048132067,-1.3540585463116814,-1.1275179538152154,-0.9825022199752593,-1.247331648746925,-1.249830275753769,-1.195293211375858,-1.2402780342433488,-1.1947639220671562,-0.8527971330639283,-0.9402395415591651,-0.5108488215027833,0.44542794769143446,-1.856836301903284,-1.2662191708349189,-1.2152786511514964,-1.1851306182301786,-1.2049157863754973,-1.1904235113171953,-1.2536199395203513,-1.2313301839030006,-1.205569053360111,-1.246461420829465,-1.2043352370661782
1772328234.102716,145,3.0,4.463326144583727,0.4986532144977171,0.0,1.5707963267948966,0.42451863581164284,0.2278280529770913,0.0,227828052.97709128,-1.2858493668853472,-1.221242692618691,-1.186118863358363,-1.170639535264914,-1.2014217616822436,-1.2482942638748002,-1.2525476518330156,-1.2136866108997593,-1.2092567931719773,-1.1882080064067848,-1.2354822439530184,-1.1673052510387008,-1.2471826371172228,-1.283295903598773,-1.1738116948380113,-1.229912189234756,-1.1861242277770319,-1.2355138344185153,-1.1679138145344041,-1.189756535262649,-1.2138988034604559,-1.1139525310936609,-0.8965195294045856,0.2278280529770913,-1.3623954489702523,-1.713905538786117,-1.9677915534724661,-1.6886474715051019,0.19669058283455154,-0.5213046695357175,-1.2280239138631714,-1.2195660137612838,-1.205043936377041,-1.1386598513912987,-1.229527143183606
1772328234.185399,146,3.0,5.0,0.0,0.0,1.5707963267948966,0.6931097141635076,0.6931097141635076,0.0,693109714.1635076,-1.216470744189112,-1.2633831814984302,-1.2580151865500437,-1.2079818496682455,-1.2130613581015308,-1.2881948099368574,-1.2372542902534351,-1.230993417619874,-1.227055934316628,-1.1769415351082726,-1.2971974965569373,-1.2960352058452607,-1.221320774712654,-1.1334325234213507,-1.0101033461217108,-1.2575913974751702,-1.237282900486338,-1.1964227195289996,-1.2680031380657115,-1.1956073278912698,-1.2765748830526924,-1.5525313082374714,-1.2708611811233976,-1.7217310335315503,-1.0026891234742554,-1.731472817834951,-2.3181292197858343,-1.6724439468913015,0.6931097141635076,-0.29019776465866154,-1.216319944419854,-0.9983528850499259,-1.1668874224290156,-1.0732103673470461,-1.4701332414309067
1772328234.2690153,147,3.0,5.0,0.0,0.0,1.5707963267948966,1.3481976208922406,1.3481976208922406,0.0,1348197620.8922405,-1.2731416551043566,-1.2278242382793711,-1.2408597756457058,-1.1727853027326236,-1.2058468110378755,-1.4013494731604421,-1.135034696463906,-1.105802190995477,-1.3662852485519947,-1.0033024553421082,-1.287839566211649,-1.2454964215155144,-1.3165439744644147,-1.0217405583549213,-0.8336044351583034,-1.2743212311650791,-1.2143744485824648,-1.2303616083099373,-1.2446261935980547,-1.1796034788612695,-1.168422242214947,-1.4799256896884077,-0.8266396315860309,-1.3632090524684262,-1.4799638366656114,-1.818201758647175,-2.6315978326318072,-2.230375078961263,1.3481976208922406,-0.13573052116996176,-1.232229618099882,-0.906638015107871,-1.1243904977310286,-0.8484793720816819,-1.767844172459146
1772328234.352044,148,3.0,5.0,0.0,0.0,1.5707963267948966,0.28640988903163533,0.28640988903163533,0.0,286409889.03163534,-1.1807431198052307,-1.3911093939673176,-1.2583018849255896,-0.8504332125703353,-1.159132857219322,-1.4888675795635675,-1.1553485578714087,-1.1534090224992068,-1.308327473202643,-1.070276030334953,-1.0905833352307484,-1.1706729138699667,-1.4824100115787995,-1.0092313300646931,-0.7867033227328446,-1.2955464476998386,-1.2325526753130769,-1.175664803464986,-1.2703074539074248,-1.1315287508402772,-0.9683937988750695,-1.4582939694278203,-0.9137458698446601,-1.5116305961168512,-1.28853872877821,-1.5111984623907164,-2.2593620132639423,-1.7027606609774417,0.28640988903163533,-0.3007817626931384,-1.2612129761234496,-1.096304785764788,-1.2636615352227132,-1.1394561695404253,-1.3455750162094855
1772328234.4346616,149,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.3128252402335687,-1.2832422594120811,-1.256553680485926,-1.2560530014101272,-1.1332400003957752,-1.316909947026962,-1.282111559165902,-1.2191177867791407,-1.3365997477292715,-1.111769808741785,-1.1733586994837164,-1.2396605300498635,-1.2270159991998666,-1.2220688130937591,-1.219179179570577,-1.2664283831630205,-1.1666978796360359,-1.218623068168529,-1.2463320787348837,-1.1912740696995345,-1.2243880300984418,-1.1861027701023545,-1.2223841217022084,-1.2113763345928592,-1.2211026216867713,-1.8062665231545592,-1.7639889435754952,-1.6360511345924298,-0.38865213258887876,-0.5158663410981104,-1.789922331562319,-0.9776623222425369,-1.1423928907385936,-0.17574968048926332,-0.9010870338782117
1772328234.5171695,150,2.92724760591569,6.000000000000001,0.3744487646175654,8.881784197001252e-16,3.141592653589793,2.1121063366063035,2.0352759403319287,0.0,2035275940.3319285,-1.2549974030253173,-1.2303306138909593,-1.2207509542406747,-1.2395323800483198,-1.1882688031517035,-1.1549706643784847,-1.1582155416268758,-1.1175890109049098,-1.2042291407858303,-1.1876340136091725,-1.1783547614043657,-1.341424744299024,-1.2721283760223847,-1.1237676291188747,-1.321765938015692,-1.285628829673389,-1.2279923233976748,-1.2166495581447552,-1.261910946596974,-1.100700628840999,-1.3105626476481733,-1.0447628551438877,-1.433636717037762,-1.1539240066914558,-1.030448201948189,-1.345598262023719,-1.3062305815494755,-1.2585289786492568,-1.285122190132403,-1.137940423243096,-0.8226049927002175,0.07683039627437482,-0.09678841791014947,2.0352759403319287,-2.0176126977935676
1772328234.599853,151,2.286632943335987,6.0,1.0736843305586254,0.0,0.0,5.326654353935044,3.3953104490411814,0.0,3395310449.041181,-1.2264843257050901,-1.1897058713085502,-1.1825795391296796,-1.1879606471014799,-1.2004835844616397,-1.2453730398861222,-1.0691745363681964,-1.227117327108065,-1.1829550484365277,-1.3801570391842164,-1.0535301033890365,-1.4587678264102721,-1.4192845129113807,-0.968904610741689,-1.4098574411699103,-1.3584847877603516,-1.2324006834507801,-1.1713881696925372,-1.3605697584831415,-1.1400635409430908,-1.3312895692932092,-1.172732850638968,-1.5139992849825954,-1.0815198518657512,-0.7474918064465297,-1.5638645367460895,-1.0551066464312857,-1.0515124859228715,-1.410842706065501,-1.1260099561226316,0.6571800300097491,0.5541557734198301,0.7200081014642836,3.3953104490411814,-3.72946485632239
1772328234.6824775,152,2.1924099219629425,5.999999999999999,1.296372034330049,8.881784197001252e-16,0.0,5.490953384751487,3.930453530604068,0.0,3930453530.604068,-1.1920662155230288,-1.375116869821175,-1.039555792755579,-1.1844880800829025,-1.1850722056713354,-1.1691839896659832,-1.0334463159377951,-1.181940577261517,-1.2326784411285447,-1.453662687976681,-1.2673880180583015,-1.251878887638913,-1.2628068045147423,-1.2333478013691663,-1.1858214361454769,-1.5097149026054022,-1.3342066209562562,-1.2829203942919247,-1.4540691917025081,-0.9754331082621941,-1.2964065428264786,-1.3250990301488668,-1.183796666121085,-1.1566562839336734,-0.9329051891452305,-1.2909771550866551,-1.2438632540539813,-1.177240750460715,-1.2285591636370612,-1.170935770384761,1.3134397641944608,0.24706008995295792,-0.4153609770966725,3.930453530604068,-3.173435112647428
1772328234.7657642,153,2.424425159151061,6.000000000000001,1.1365693294956916,8.881784197001252e-16,0.0,4.9470782216880576,3.9124809399224443,0.0,3912480939.922444,-1.251002699256265,-1.23599663209875,-1.2127675071677575,-1.2224711444939544,-1.1603678656062928,-1.060551531380597,-1.1457408840347383,-1.079115996255397,-1.1848725300875342,-1.323377051756031,-1.298322236337928,-1.2887103901756274,-1.250236779479597,-1.202557826347093,-1.1581583211610702,-1.4155449170523784,-1.1868442519717504,-0.9563363738460997,-1.4097751867503145,-1.0229171541830486,-1.0150123852506148,-1.140204803968049,-1.378337309162296,-1.388598846030098,-1.1128343478243774,-1.2562979765293567,-1.2335766832323887,-1.2095524322453062,-1.170143028514747,-1.170745035498743,0.7782191965841292,0.2563780851814844,-0.6017810823656417,3.9124809399224443,-2.685957871193632
1772328234.8490188,154,2.896471453635616,6.0,0.5476015697391938,0.0,0.0,4.430703452909404,4.277802023625615,0.0,4277802023.6256146,-1.2454618508174238,-1.2284220729377355,-1.209832574109146,-1.219406273294243,-1.2100459587628793,-1.2026216033246049,-1.253583580682704,-1.2032093051921495,-1.218611147238153,-1.2006153107422968,-1.2136508481086312,-1.2216462161119241,-1.235290913020481,-1.1785997365235974,-1.218909170497557,-1.2471564110703957,-1.2211675907573214,-1.1737091748367763,-1.230508831800083,-1.1980910537351437,-1.180865905388106,-1.233582643697577,-1.222347166818043,-1.206579352209491,-1.2193800472474157,-1.2290663992245665,-1.2290652071315296,-1.201895022618178,-1.1459524805489163,-1.1810417391111545,0.15290142928378891,-0.31834844569545195,-0.7562721677150932,4.277802023625615,-2.1573081204066424
1772328234.9327075,155,3.0,6.0,0.0,0.0,1.5707963267948966,3.8317225970891218,3.8317225970891218,0.0,3831722597.0891213,-1.2592585395882767,-1.2599535298292068,-1.2663014252545144,-1.1965127225533394,-1.175496122300163,-1.1994750737518156,-1.199025654676635,-1.1807985521314803,-1.2531776730033952,-1.2506695092522517,-1.2504614890171868,-1.195210360909744,-1.1838652114707489,-1.2054480559167926,-1.2412096549522462,-1.2368585153649467,-1.1979128358260198,-1.2322546520536721,-1.2359882874474866,-1.202511930765144,-1.242993622183039,-1.1999686002693895,-1.2190695070111164,-1.19385197089338,-1.20952561015196,-1.2150670546373195,-1.266100557577676,-1.1882807240820803,-1.1338712136591935,-1.1913539399330542,-0.37661974151369915,-0.658564050026424,-0.6888730155078174,3.8317225970891218,-1.9600304317510633
1772328235.015894,156,3.0,6.0,0.0,0.0,1.5707963267948966,4.5637273268374585,4.5637273268374585,0.0,4563727326.837459,-1.2503071129688157,-1.2695665680845454,-1.2569649525839026,-1.1974663969834325,-1.1936540834491356,-1.2244321375408336,-1.21760740490048,-1.2079705247843893,-1.2053848749857994,-1.228505519450369,-1.2634070233591819,-1.2172551414078643,-1.1917836894731155,-1.1885280833873852,-1.1786980841992007,-1.2309034145955342,-1.2356109900010808,-1.2225563791461442,-1.1903889406191044,-1.1992485760746692,-1.2600012135507117,-1.2238462238128447,-1.1851520759048555,-1.2207837367992085,-1.192503713667836,-1.2212659384329245,-1.2391628312066596,-1.1952580446312482,-1.1695708238566909,-1.1642397837924696,-0.061423189809702516,-0.37805978990313904,-0.7717795099949252,4.5637273268374585,-2.0596286129508754
1772328235.0984442,157,2.9914756533734477,6.0,0.15968836962737018,0.0,0.0,4.774541231935171,4.760974617120577,0.0,4760974617.120577,-1.259699017965676,-1.2263371022149445,-1.217622902109969,-1.2098564159698986,-1.17819323279777,-1.2243165045161848,-1.2445951991790765,-1.1959363455696521,-1.2274552854842284,-1.216044570928165,-1.2567164011855598,-1.217824365833326,-1.217367794199919,-1.1728502718031737,-1.2357415241887,-1.1798794483994786,-1.1887200103664415,-1.2101180803916551,-1.1818177916786428,-1.2429054072982555,-1.2593068193563002,-1.2602151942509638,-1.1886788831566437,-1.1865784152243635,-1.170684238753825,-1.2362976355907485,-1.1993189095638892,-1.1554975695011105,-1.1599667262991342,-1.225521114530696,0.01356661481459398,-0.4410142232196591,-0.8255011827351074,4.760974617120577,-2.072915681948147
1772328235.1816118,158,3.0,6.0,0.0,0.0,1.5707963267948966,4.809017754676076,4.809017754676076,0.0,4809017754.676076,-1.276528987470744,-1.2520660462458184,-1.156991858123763,-1.212498094141256,-1.2039448265963588,-1.2609364105387217,-1.2114633573846052,-1.2048758512587374,-1.2054122931256646,-1.232327369728967,-1.2286718164291162,-1.2371309086240418,-1.2277193340920607,-1.2083144436257416,-1.2077768096657766,-1.24498858988149,-1.2375296637451245,-1.2242366342826645,-1.2252809077836164,-1.1837495784461,-1.231205014134051,-1.2326140681045132,-1.2348575872013074,-1.2164063711650812,-1.1923892727362244,-1.228498962938662,-1.2167687674485173,-1.2158043641810854,-1.1433966330762662,-1.201585078428397,-0.1468241389780215,-0.3788817380525762,-0.9792805885411018,4.809017754676076,-2.03101420772245
1772328235.264203,159,3.0,6.0,0.0,0.0,1.5707963267948966,5.062942512386145,5.062942512386145,0.0,5062942512.386145,-1.235618142559307,-1.2261791498874604,-1.2191541456167871,-1.1980445621066766,-1.1973912951220629,-1.1836744765847302,-1.2233258752019258,-1.2108160508651795,-1.180751464456495,-1.2184478304919997,-1.230201271796378,-1.2273044857149702,-1.1878986582635238,-1.151449221545366,-1.2005372286483325,-1.2295652901608096,-1.2448324256935623,-1.2094904434073501,-1.192627095297229,-1.24042764191957,-1.2406702328527248,-1.238926200738692,-1.1941583388040473,-1.1800713753785348,-1.1664445598655422,-1.226964143152731,-1.225639727787939,-1.2447144084828385,-1.1167038818244794,-1.2060798652267297,-0.06533325497308407,-0.5070502170384188,-1.1371071502098018,5.062942512386145,-1.982402441788011
1772328235.3467543,160,2.7143862759200545,5.999999999999999,0.8804918925560993,8.881784197001252e-16,3.141592653589793,5.883992419718792,5.323809423900774,0.0,5323809423.900773,-1.2431509784640047,-1.2256570131369844,-1.2206883693561994,-1.1953873867258287,-1.207650447803789,-1.20300903356183,-1.1880744919865722,-1.2289036785249325,-1.1930216780926801,-1.2211097742449968,-1.2515623869374255,-1.1956556076592935,-1.209328914800753,-1.2018950226181775,-1.1799259400279456,-1.2210108305228746,-1.2089516173543475,-1.211687470875677,-1.219250109106315,-1.206933403841663,-1.218013908626307,-1.242031007055164,-1.2320114650739984,-1.195371293469822,-1.1855472547468255,-1.2309201038980608,-1.249116212024237,-1.2321515360059185,-1.1420126130595936,-1.1921234359888362,0.5601829958180181,-0.7042843942981236,-1.2617273642691824,5.323809423900774,-1.8220945384615113
1772328235.4290743,161,2.246513993394988,6.000000000000001,1.3010445256275698,8.881784197001252e-16,0.0,7.123306646741229,5.334202687049233,0.0,5334202687.0492325,-1.280903968918796,-1.2176467439707213,-1.2040199284577286,-1.2040974145051737,-1.1844815235711965,-1.2243421345164938,-1.1971791025613672,-1.255864650710183,-1.221043613081409,-1.1721165385385208,-1.2616439177565473,-1.238653211433078,-1.2240524559083528,-1.186686299644268,-1.2238045005565286,-1.1954756016106134,-1.2118478073892365,-1.1789722655978525,-1.228004244328051,-1.2076790580366923,-1.2627799824213954,-1.257293970262285,-1.176242372541711,-1.15932895652401,-1.1833591679762807,-1.245817690589153,-1.1920411815692404,-1.1070711740340209,-1.1571653076607362,-1.224987056849844,1.7891039596919964,-0.505241215853836,-1.847343665044746,5.334202687049233,-1.9114973439571081
1772328235.511392,162,2.4786299631353117,6.000000000000001,1.1367864334402389,8.881784197001252e-16,-3.141592653589793,5.917669048031454,4.889237271456393,0.0,4889237271.456392,-1.2295068776019664,-1.225332167784234,-1.220425512841405,-1.2190951370114251,-1.2071837433795625,-1.308667219718363,-1.0655601102781425,-1.469904955614203,-1.1228246835261215,-0.9749848812800503,-1.2300856387717292,-1.2110586417983344,-1.2096543562000224,-1.1982615230395228,-1.218791749333352,-1.0397900390374701,-1.3443721943345301,-1.0068024405005507,-1.4511908830631837,-1.363666220148351,-1.2515486778674931,-1.2178267500194013,-1.2195600532960955,-1.2007571698137727,-1.1975540158216975,-1.209834958295221,-1.2127937332145844,-1.1897899138677024,-1.2440802149868264,-1.3365782900545935,1.028431776575062,-1.7818703391397401,-2.3885717855181445,4.889237271456393,-0.8552635735587562
1772328235.5942683,163,2.9999999999999996,5.999999999999999,9.930136612989092e-16,0.0,1.1071487177940904,3.1901720988955615,3.1901720988955615,0.0,3190172098.895561,-1.2893034564618406,-1.216159011859776,-1.214493657886226,-1.2015880586609915,-1.2271346124571099,-1.259522588196109,-1.3052453166538847,-1.206553126162663,-1.1967886920915478,-1.001068472989615,-1.286251102239024,-1.217761780948851,-1.190585635970311,-1.2081463585074386,-1.2156648892956836,-1.06406105328334,-1.0615743472068724,-1.2863387210772894,-1.4179779789421532,-1.2547649448829827,-1.2174601814103343,-1.2376375481650288,-1.2382157132882727,-1.1696322166481283,-1.2025792840217693,-1.263351591032933,-1.096608769489381,-1.2674988827108007,-1.1695779764149148,-1.3985313652195166,-0.5459559614605856,-1.8359043402557784,-1.930682889304506,3.1901720988955615,-0.5695713245357661
1772328235.67763,164,3.0,6.0,0.0,0.0,1.5707963267948966,0.22641184644840173,0.22641184644840173,0.0,226411846.44840172,-1.214329149047035,-1.222725060310967,-1.1898101794493416,-1.1944378846213684,-1.2077583322236936,-1.160394687699638,-1.1962445016198755,-1.250701695764267,-1.208353782695983,-1.1498530089679966,-1.2820942738168557,-1.19344189088844,-1.1972494360505865,-1.212359215302374,-1.1754210204387927,-1.2154330271998672,-1.1870898231375004,-1.2319399394917416,-1.2380327270069986,-1.253937632314876,-1.223166134734885,-1.2650765496583634,-1.2214101816904763,-1.1911405552793213,-1.194930219045904,-1.5991808890319927,-0.977165815492369,-1.254177243015437,-0.22175314685739922,-1.058681137404579,-1.2239493398605987,-1.581554601377797,-1.6257621795847643,0.22641184644840173,-0.5894470917519423
1772328235.7603111,165,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.2411363412304328,-1.2254174024364235,-1.1727423873832694,-1.2078972110625756,-1.2431211761380638,-1.2605763984413625,-1.281424913576235,-1.1633898214566494,-1.1609126521244826,-1.061014063479193,-1.2169195672177753,-1.2503875792488546,-1.2429060033447743,-1.2108327401677061,-1.253425032308701,-1.0014308692730511,-1.230170873423918,-1.1684240303545037,-1.4868153913993107,-1.2203778291199003,-1.2343777697536669,-1.2112905038941508,-1.2132574574062178,-1.1781634304718298,-1.2024749758809778,-2.356705350483101,-0.41722600665402476,-1.2358255667478524,-1.9482108292830982,-0.7286519680800408,-1.2649662810523843,-1.4222367313190394,-1.3519258918673862,-1.0140378491923632,-1.107348931711785
1772328235.8429694,166,2.0,5.0,0.0,0.0,1.5707963267948966,0.010237695007050407,0.010237695007050407,0.0,10237695.007050406,-1.4702554309672644,-1.0779817197301065,-0.8657116729869447,-1.1421306302703174,-1.1024935367695736,-0.9330333391467738,-1.5661718328203953,-1.2502719462242058,-0.9134436742596237,-1.3033963803525421,-1.3326789537285495,-1.230362800402975,-1.1137009994627252,-1.229672578534196,-1.1760236234693078,-1.1283679161510365,-1.108955873126491,-1.2916143288152604,-1.3938220016744136,-1.1319644608455248,-1.2620182349703586,-1.2407882500634488,-1.1794812893249147,-1.1969585653494081,-1.2071593054722913,-1.3395132231132043,-0.15021087529788835,0.010237695007050407,-1.0077441940002676,-1.7297627603724917,-1.2417925884476406,-1.223411705900634,-1.23151555437035,-1.1898936259619748,-1.1988235949067587
1772328235.9253576,167,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.312698878371582,-1.1739177911183583,-1.0329432526759204,-1.0943002813220357,-1.3172860523803305,-1.1801697230541373,-1.4076377639338686,-1.2632979468462397,-1.0093046437865074,-1.2682594380687995,-1.2822563984699713,-1.2129075780996774,-1.159568567224571,-1.2571747609585242,-1.202783131931201,-1.326069393881487,-1.1549146360057152,-1.3427515438498903,-1.1672253808051813,-1.200880551443166,-1.5719630207971358,-1.4886786328171053,-1.3673211774016836,-1.4834286550794433,-0.9551526254597442,-1.4539589230965286,-0.9605766487809011,-0.9713174070498243,-1.3178350112241524,-1.1973549362844143,-1.2175072690853201,-1.2117458834345203,-1.2119032397154856,-1.209668065269955,-1.1908866394623092
